0,957.165030
1,1008.033402
2,1008.563863
3,1002.332023
4,1123.869197
5,1007.991860
6,1011.916228
7,1008.283110
8,1126.432663
9,1002.594270
10,1007.411081
11,1006.255338
12,1126.681006
13,1012.786867
14,1011.150669
15,1008.261048
16,1126.872705
17,1009.264634
18,1009.342364
19,1003.794828
20,1126.594737
21,1012.755856
22,1004.294934
23,1005.897816
24,1095.637257
25,997.515171
26,1006.174055
27,1007.617124
28,1125.831587
29,1016.505683
30,1003.344841
31,1005.724577
32,1126.352935
33,1012.879759
34,1002.676592
35,1006.848011
36,1126.439956
37,1007.516162
38,1002.967513
39,1002.153257
40,1126.787148
41,1014.618821
42,1002.027389
43,1011.335296
44,1126.918982
45,1010.908881
46,1007.158331
47,1004.900749
