0,42691.854861
1,4477.420334
2,4631.656650
3,4356.408686
4,9015.201884
5,4457.013843
6,4838.496286
7,4518.303010
8,9112.869294
9,4308.162892
10,4787.955300
11,4372.422448
12,9127.073824
13,4308.025144
14,4681.201065
15,4335.388353
16,9189.375072
17,4392.792526
18,4694.828793
19,4476.983409
20,9132.394029
21,4199.577024
22,4784.329527
23,3968.967634
24,25426.338111
25,4524.227948
26,4474.166582
27,4367.405236
28,9053.588758
29,4433.173716
30,4823.050564
31,4332.116279
32,9111.370848
33,4445.656194
34,4876.073450
35,4428.779176
36,9022.153616
37,4396.230919
38,4940.143218
39,4438.977412
40,9059.766145
41,4400.166244
42,5016.546766
43,4391.723933
44,8563.912209
45,4452.613754
46,4822.712565
47,4335.103501
