0,21156.136341
1,6791.862227
2,6718.876145
3,6709.633155
4,21809.526571
5,6738.934541
6,6705.133286
7,6685.256488
8,21684.575093
9,6759.966542
10,6690.561558
11,6650.660498
12,21639.925343
13,6756.584008
14,6684.916394
15,6652.689339
16,21725.062129
17,6750.248920
18,6701.300418
19,6681.649695
20,21829.385192
21,6792.271664
22,6715.740549
23,6711.053754
24,21255.681017
25,6736.482597
26,6717.581787
27,6712.669813
28,21662.273073
29,6739.384031
30,6705.035285
31,6681.806589
32,21594.094367
33,6729.922618
34,6690.410554
35,6658.357519
36,21576.303475
37,6725.592978
38,6678.715989
39,6656.155076
40,21713.165796
41,6728.493642
42,6697.310577
43,6674.104400
44,21882.249190
45,6746.467856
46,6705.986819
47,6700.826889
