0,19418.000356
1,5646.696048
2,5635.154113
3,5577.148294
4,18570.363470
5,5653.530428
6,5610.784253
7,5573.831336
8,18491.206268
9,5630.413590
10,5598.557850
11,5569.108382
12,18482.442726
13,5629.625892
14,5581.658384
15,5559.268370
16,18525.484336
17,5632.275285
18,5605.536652
19,5565.433427
20,18660.981832
21,5669.571123
22,5599.390030
23,5566.447600
24,20096.258882
25,5643.278035
26,5636.921657
27,5574.883488
28,18418.518381
29,5664.403786
30,5617.648961
31,5579.328751
32,18447.687884
33,5633.018508
34,5592.995148
35,5567.717175
36,18410.725744
37,5632.804705
38,5568.603344
39,5550.683434
40,18523.741453
41,5648.048428
42,5618.741178
43,5579.407742
44,18543.562523
45,5600.455261
46,5591.383657
47,5572.917200
