0,1079.281070
1,593.329131
2,585.336937
3,563.978501
4,1119.406966
5,593.342693
6,580.454452
7,603.343131
8,1115.130100
9,602.389192
10,585.058173
11,585.797094
12,1115.322975
13,603.426575
14,577.770818
15,574.648979
16,1113.933695
17,602.998260
18,579.621196
19,582.342205
20,1118.796525
21,597.752788
22,572.606121
23,595.587416
24,1080.156662
25,586.260679
26,572.272704
27,579.093075
28,1121.067259
29,603.176503
30,569.378939
31,581.199178
32,1113.088602
33,601.402920
34,574.563397
35,567.575320
36,1121.361956
37,603.333900
38,574.707354
39,584.300009
40,1115.444302
41,595.239579
42,576.455181
43,577.943013
44,1118.292539
45,585.305868
46,568.616385
47,583.324296
