0,718.162912
1,531.229267
2,531.364208
3,516.044447
4,1112.987151
5,522.891880
6,526.334770
7,515.799794
8,1034.120566
9,548.019385
10,533.082052
11,530.073733
12,1114.532591
13,553.231623
14,522.217222
15,533.250191
16,1112.750389
17,545.204712
18,534.368829
19,523.149466
20,1115.704385
21,552.488930
22,527.704725
23,605.308241
24,1071.279686
25,542.313066
26,520.551199
27,525.161449
28,1048.934688
29,555.433235
30,528.483986
31,532.888305
32,1048.627134
33,555.525802
34,527.730985
35,532.413124
36,1049.826143
37,551.982785
38,529.267347
39,513.907790
40,1049.923794
41,549.753934
42,530.399846
43,527.625677
44,1114.764966
45,537.458484
46,531.474634
47,529.826259
